ACCESSION	IRIS_ID	SUBPOPULATION	COUNTRY
RIKUTO TAUKI MOCHI 27::IRGC 5726-1	IRIS_313-9789	trop	Japan
DISSI::IRGC 101346-1	IRIS_313-12325	ind2	Cameroon
CHANH 148	B184	indx	
BIDAPIK::IRGC 43354-1	IRIS_313-9054	ind3	Indonesia
IR 10120-7-2-1-4::IRGC 78628-1	IRIS_313-11987	indx	Philippines
K 24	B040	indx	
BOHOTO BALOOCHESTAN::IRGC 66237-1	IRIS_313-10016	indx	Iran
KANGRI::IRGC 73104-1	IRIS_313-11888	aus	Pakistan
DINGRAS::IRGC 44402-1	IRIS_313-11334	ind3	Philippines
PING SHAN TA TSWEN KU::IRGC 1563-1	IRIS_313-9017	indx	China
KATUMANI::IRGC 69695-1	IRIS_313-11779	ind3	Tanzania
4583::IRGC 36894-2	IRIS_313-11202	temp	China
NCS 237::IRGC 62202-1	IRIS_313-9492	ind2	India
AUS 359::IRGC 29146-2	IRIS_313-11060	aus	Bangladesh
CHOBO::IRGC 61930-1	IRIS_313-11625	aro	Nepal
PANKHIRAJ::IRGC 24139-1	IRIS_313-10930	aus	Bangladesh
KOLAMBA::IRGC 52456-1	IRIS_313-11456	aus	India
IRBB62	CX369	ind1B	
LEMUNGSIR::IRGC 18116-1	IRIS_313-10788	trop	Indonesia
RIZZOTTO 51/1::GERVEX 50-C1	IRIS_313-8023	japx	
PTB33	CX157	indx	
SACHIKAZE::IRGC 10891-1	IRIS_313-10642	temp	Japan
KAHEI::IRGC 7691-1	IRIS_313-9800	trop	Japan
SLK 2-18-2	B185	indx	
CHAO DO::IRGC 106666-1	IRIS_313-12329	indx	Lao People's Democratic Republic
CANTIK PAUN::IRGC 66538-1	IRIS_313-9097	ind3	Indonesia
YR 83-23-11	B043	trop	
PULUT MAS::IRGC 82676-1	IRIS_313-12069	trop	Indonesia
KITRANA 1007::IRGC 68517-1	IRIS_313-10026	ind2	Madagascar
ARC 14756::IRGC 41736-1	IRIS_313-11272	aus	India
NAM JAM::IRGC 75069-1	IRIS_313-11924	subtrop	Thailand
KAM PAI::IRGC 78245-1	IRIS_313-9019	ind3	Thailand
GOCHIAGARI::IRGC 37086-2	IRIS_313-11203	ind2	Bangladesh
KILOMBERO::IRGC 69698-1	IRIS_313-11780	ind3	Tanzania
NAZIRA SAIL::IRGC 77284-1	IRIS_313-9696	indx	Bangladesh
AUS 449::IRGC 29230-1	IRIS_313-11061	aus	Bangladesh
GUDURA::IRGC 61955-1	IRIS_313-11626	aro	Nepal
PAKWALAN::IRGC 24156-1	IRIS_313-10931	trop	Philippines
KARAHANI::IRGC 52664-1	IRIS_313-11458	aus	India
LENGGANG GENUK BULU::IRGC 18119-1	IRIS_313-10789	trop	Indonesia
OM997	CX37	ind1B	
DAWN CI 9534::GERVEX 481-C1	IRIS_313-8073	aus	
BUSIYETAN::IRGC 11205-1	IRIS_313-10644	trop	Philippines
SHWE WAR TUN	CX158	ind3	
GOGOWIERIE::IRGC 14791-1	IRIS_313-9851	trop	Surinam
CHAO PEE::IRGC 106767-1	IRIS_313-12330	subtrop	Lao People's Democratic Republic
RP 1570-44-1	B187	indx	
SI MERIA::IRGC 66659-1	IRIS_313-9098	ind3	Indonesia
BABELIONG::IRGC 82688-1	IRIS_313-12070	trop	Malaysia
SANTIANNUO	B044	indx	
NS 1576::IRGC 68951-1	IRIS_313-10032	aro	Madagascar
SAWK GAM MAH::IRGC 75159-1	IRIS_313-11925	ind3	Thailand
INANUPAN::IRGC 44461-2	IRIS_313-11335	ind2	Philippines
LEUANG CHAIYAPHUM::IRGC 78266-1	IRIS_313-9020	ind3	Thailand
MALAGASY::IRGC 69717-1	IRIS_313-11782	ind2	Zambia
KARTIKHAMA::IRGC 37149-2	IRIS_313-11204	indx	Bangladesh
BW 295-5::IRGC 63098-1	IRIS_313-10002	ind1B	Sri Lanka
BEGUNBICHI 33::IRGC 29260-1	IRIS_313-11062	aro	Bangladesh
JADO::IRGC 61966-1	IRIS_313-11627	aro	Nepal
CHINA 1039 MUTANT (DWARF)::IRGC 24168-2	IRIS_313-10932	ind1A	China
RPC 12::GERVEX 1505-C1	IRIS_313-8162	temp	
CHENGHUI 727	CX370	ind1B	
LOLAWAJI::IRGC 18131-1	IRIS_313-10790	trop	Indonesia
RUBI::GERVEX 1247-C1	IRIS_313-8132	temp	
YUAN JING 7	CX16	temp	
LENKIBE-N::IRGC 11216-1	IRIS_313-10645	trop	Philippines
BIKYAT::IRGC 26276-1	IRIS_313-9897	trop	Philippines
IRAT 36	B188	trop	
KON SIM::IRGC 95626-1	IRIS_313-12265	subtrop	Lao People's Democratic Republic
MANUS::IRGC 71570-1	IRIS_313-9102	ind3	Malaysia
GONGCHENGXIANG	B045	temp	
NIA::IRGC 82728-1	IRIS_313-12071	subtrop	Lao People's Democratic Republic
RIZ INDETERMINE::IRGC 69014-1	IRIS_313-10034	indx	Niger
IREQUIN::IRGC 44476-2	IRIS_313-11336	temp	Philippines
SI NAM PUENG::IRGC 75165-1	IRIS_313-11926	subtrop	Thailand
CR 60-10::IRGC 15777-1	IRIS_313-9023	indx	India
KAZALSAIL::IRGC 37161-2	IRIS_313-11205	ind2	Bangladesh
MAMA TABALI::IRGC 69720-1	IRIS_313-11783	indx	Gambia
HUA LI ZAO::IRGC 80950-1	IRIS_313-10224	ind1A	China
BORO 70-2::IRGC 29283-1	IRIS_313-11063	aus	Bangladesh
KARISHNABELI::IRGC 61979-1	IRIS_313-11628	admix	Nepal
ARC 13373::IRGC 22691-1	IRIS_313-10897	ind3	India
SELHI::IRGC 52760-1	IRIS_313-11460	ind2	India
MANGSUR::IRGC 18187-1	IRIS_313-10791	ind3	Indonesia
NERICA 1	CX371	trop	
LACASSINE::GERVEX 1660-C1	IRIS_313-8193	trop	
PREAH SIHANOUK::IRGC 11328-2	IRIS_313-10648	ind3	Cambodia
W1263	CX160	ind2	
FORTUNA INIA::IRGC 55865-1	IRIS_313-9980	japx	Argentina
DENG NYAY::IRGC 106907-1	IRIS_313-12332	subtrop	Lao People's Democratic Republic
IRAT 669	B189	trop	
BAJAR KUNING PAHIT::IRGC 17186-1	IRIS_313-9117	ind3	Indonesia
KYAUK KYI::IRGC 82773-1	IRIS_313-12072	indx	Myanmar
QIUTIANXIAOTING	B046	temp	
RIZ TYPE SORGHO::IRGC 69015-1	IRIS_313-10035	ind2	Madagascar
YAH TOW::IRGC 75191-1	IRIS_313-11927	ind3	Thailand
LAWA AN::IRGC 44544-2	IRIS_313-11337	trop	Philippines
KHAO GRADOOK CHAHNG::IRGC 17111-1	IRIS_313-9032	ind1B	Thailand
MBEIMBEIHUN::IRGC 69730-1	IRIS_313-11784	ind1B	Sierra Leone
KUMRI::IRGC 37182-2	IRIS_313-11206	indx	Bangladesh
ICTA CRISPO 38::IRGC 116994-1	IRIS_313-10274	ind1B	Guatemala
BORO 275::IRGC 29294-2	IRIS_313-11064	aus	Bangladesh
LATIJHABAR::IRGC 61991-1	IRIS_313-11629	aus	Nepal

